article_id,category,date,title,char_count,jreadability,url,body
kaden-channel-5887012,kaden-channel,2011-09-25T11:09:00+0900,【話題】電子書籍の世界規格に縦書きも対応に,501,2.996757191,http://news.livedoor.com/article/detail/5887012/,電子書籍が徐々に普及してきている。今回、電子書籍の事実上の世界基準となっている規格が日本語の縦書きに対応するということがわかった。対応は１０月からだという。 電子書籍は普及しつつあるも、端末や配信業者間などで規格が異なっていた。今回日本語の縦書きにも対応することで、ソニーや楽天など電子書籍の配信大手が標準規格を採用する方針だ。 この世界標準と呼ばれる規格は、米電子書籍標準化団体「ＩＤＰＦ（国際デジタル出版フォーラム）」が１０月中旬に決める「ＥＰＵＢ（イーパブ）３」と呼ばれる最新の規格。また、この規格に対応したコンテンツが市場に出てくるのは年末以降とみられている。 電子書籍の世界規格、縦書きの日本語にも対応へ（読売新聞） ■関連記事 ・ソニーが3G、Wi-Fi対応の電子書籍リーダー「Reader」を発表 ・【話題】米アマゾンが発表のタブレットは「キンドル・ファイア」！ 気になる価格はiPadの半額 ・【話題】話題のｉＰｈｏｎｅ５、１０月４日に米アップルが発表か ・日立から節電と非常時の強い味方になる蓄電システム「エネタス」発売 ・【話題】市場はスマホへ？ ドコモが人気の従来型携帯廃止を発表
topic-news-6765528,topic-news,2012-07-17T20:19:00+0900,【韓国ニュース】韓流コンテンツは韓国国外では売れていないのか？　韓国ネットユーザーから落胆の声,590,3.005988827,http://news.livedoor.com/article/detail/6765528/,6日、韓国のクイズ番組「一億クイズ・ショー」で出題された問題の解答が、韓国ネット掲示板で話題になっている。 同番組は、韓国版「クイズ$ミリオネア」とも言うべき、生放送の国民的クイズ番組で、番組では、「ゲーム、音楽、映画、図書のうち、最も海外輸出利益を上げているものは?」という問題が出題された。 韓国といえば、K-POPや韓流ドラマが隆盛がメディアでもたびたび取り上げられるが、解答は意外にも「ゲーム、図書、音楽、映画」の順番だという。 また、韓国のゲーム輸出規模は2兆ウォン（1500億円）を超えており、音楽、図書、映画を全部合わせてもゲーム輸出規模の半分にも達してないことが判明したのだ。 韓国のネット掲示板「Ruliweb」には、番組放送後、「誇大宣伝の弊害だ。音楽の輸出が一番多いと思ったが、現実は図書以下か…」「音楽・映画業界は一見、潤っているように見えるが、誇大宣伝のバブルに過ぎなかったようだ」「日本人留学生と話してみたが、K-POPは、わずかな有名グループしか知られていないのが現状」など、落胆した韓国ネットユーザーの書き込みが多く寄せられた。 【関連記事】 ・「ゲームは1日2時間まで」が法的に？「学校暴力根絶総合対策」 ・グリーはなぜ米国で成功しつつあるのか? GREE International青柳CEOに聞いた ・7月2週目韓国オンラインゲームランキング
sports-watch-5664800,sports-watch,2011-06-28T08:00:00+0900,【Sports Watch】石井慧、スピード離婚に「ホッとしました」,425,3.0232,http://news.livedoor.com/article/detail/5664800/,昨年春、4歳年下の現役女子大学生・美香さんと結婚し、大きな話題となった柔道五輪金メダリストで現在は総合格闘家の石井慧。今春には、週刊誌で離婚が報じられるスピード離婚となったが、日本テレビ「行列のできる法律相談所」番組内では、妻の粗暴ぶりを訴えるなど、結婚生活の初期段階でも、すでに離婚の危機は高まっていたようだ。 そんな折、26日放送の同番組に出演した石井。次長課長・河本準一の恐妻家エピソードなどが紹介されると、自身の経験に基づき、「離婚までは走れっていいますからね。離婚までは走ったほうがいい」と達観したように言い出し、周囲をポカーンとさせた。 すかさず、番組司会の島田紳助が、「意味が分からん。そんな誰も分からん言葉をドヤ顔で言われても……」とツッコミを入れると、「結婚までは歩く、離婚までは走る」と説明。それでも、いまいちその意味は伝わらなかったが、自身の離婚については「ホッとしました。（また結婚する？）同じ轍は踏みたくない」と振り返った。
topic-news-6612299,topic-news,2012-05-31T11:55:00+0900,「腐女子にも宝塚ファンにも謝れ！」北川景子の告白に批判殺到,555,3.027095562,http://news.livedoor.com/article/detail/6612299/,女優の北川景子は、28日発売の女性ファッション誌「with」7月号（講談社刊）のインタビューにおいて、自らが“腐女子”であることを告白し、ツイッター上では大きな反響を呼んだ。 記事では、26歳になった今の仕事や恋愛に対する思いを告白。さらに、最近では宝塚観劇に夢中になっており、「普通の男の人が全然カッコよく見えなくなってくる」「私は腐女子への第一歩を見事に踏み出しました（笑）」など、意外な一面を明かす内容となった。 しかし、北川のこの発言に対し、ツイッターでは「宝塚にハマッてるから腐女子? 腐女子にも宝塚ファンにも謝れよ。腐のちゃんとした意味も知らないのに、流行ってるからって使うな！」「腐女子が何かも知らないで言われるとムカつく」「勝手に親しみやすいように意味変えるのやめろよ」と、批判が殺到する事態に。 “腐女子”は本来、「男性同士の恋愛を扱った小説や漫画などを好む女性」を指し、宝塚ファンを指すわけではない。今回の発言は、「腐女子の意味を勘違いしている」と、本物の腐女子たちの怒りを買ってしまったようだ。 【関連記事】 ・北川景子、“腐女子”を自称「普通の男の人がカッコよく見えない」（ライブドアニュース） 【関連リンク】 ・北川景子（写真ギャラリー／16枚） - 2008年のインタビュー画像から
smax-6600570,smax,2012-05-28T08:55:00+0900,Google、Google Play（Androidマーケット）にて定期購入型の課金を導入開始,563,3.02935057,http://news.livedoor.com/article/detail/6600570/,ゼロから始めるスマートフォン Googleは24日（現地時間）、アプリやコンテンツの配信マーケット「Google Play（旧Androidマーケット）」内において月額課金や年額課金といった“定期購入型（サブスクリプション）”の課金を可能にしたと発表しています。 Googleはこれまでアプリ内課金も含め“売り切り型”の課金しか提供していませんでしたが、この度導入された課金方式を導入したアプリでは、「月額○円」といった定額制の課金が可能となります。 ユーザーは決済処理後、Google Playの「マイアプリ」から課金内容を確認したり、定期課金を停止するといった管理が行えます。 現時点では支払方法に選べるのはクレジットカード決済のみですが、毎月の携帯料金とまとめて払える「キャリア決済」にも今後対応する予定です。 記事執筆：ゼロから始めるスマートフォン ■ゼロから始めるスマートフォン ■Google、Google Playにて定期購入型の課金を可能に | ゼロから始めるスマートフォン ■関連リンク ・エスマックス（S-MAX） ・エスマックス（S-MAX） smaxjp on Twitter ・In-app Subscriptions in Google Play | Android Developers Blog
movie-enter-6371410,movie-enter,2012-03-15T13:36:00+0900,【いちおう妖ヶ劇場】第9話：生徒を洗脳するなんて、あんまりせんのうの巻,500,3.030007843,http://news.livedoor.com/article/detail/6371410/,元お嬢様から貧乏に転落した勅使河原 栄華（てしがわら えいか）は、映画好きのネコ仙人ら妖怪たちが住むアパートで、貧しいながらも楽しく（？）暮らしている。 家政婦のバイトもクビになり、ファミレスの弁償代も加わり（第7話参照）相変わらずお金に困っている栄華。そんな彼女の生活を気にしてネコ仙人が新しいバイトの話を持ってくる。それは、「妖怪火山学園」というダメ学校の教師をするという仕事なのだが——。 ・初めてなので第1話から読む ■次のページへ 『火山高』（韓国：2002年） 強大な「気」の力を持つキム・ギョンスが「火山高」という学校に転校。そこは、学園の覇権を手にするため、校長が持つ秘伝書「師備忘録（しびぼうろく）」を奪おうと教師と生徒が抗争を続ける学校だった。穏便に生活して卒業したいギョンスは、関わらないようにするが、重量部の荒くれ者集団・無情組を率いるチャン・リャンや火山高ナンバー１のソン・ハンニムなど、虎視眈眈とチャンスを狙っている連中により否応なしにその渦に巻き込まれていく。その上、最強のパワーを誇る学園鎮圧教師五人衆などの登場など、学園はさらに混乱状態を極めていく。 1 2 3 4
it-life-hack-6570806,it-life-hack,2012-05-18T09:00:00+0900,Googleがセキュリティを指南！ネットユーザー向け「知っておきたいこと」サイト開設,587,3.033603175,http://news.livedoor.com/article/detail/6570806/,5月17日、Googleがネットユーザー向けに「知っておきたいこと」というサイトをオープンした。これは、Googleが「インターネットを安心して利用するためにGoogleがユーザーに対して手伝えることを真剣に考えた取り組みの一環」として開設されたものだ。このサイトでは、オンラインでやり取りされる各種データについて分かりやすくネットユーザーに解説すると共に、そのデータを守るためのヒントを提供するとしている。 このサイトでは、「マルウェア」と呼ばれる不正なソフトウェアを避ける方法や、「クッキー（Cookie）とは何か？」「Google検索したときに検索ログに保存される情報」といったインターネットを使う上で知っておくべき知識、さらにオンラインで家族を守るためのヒントとアドバイスなどを紹介している。 加えてインターネットコンテンツセーフティ協会やインターネット・ホットラインセンターなど、Googleの取り組みに賛同している団体のサイトへのリンクも提供している。ネットを使う場合、その安全な利用を行うのはユーザーの自己責任であるという考え方もあるが、被害が広がってからでは遅いということもあり、ネットを使う（使わせる）ことを目的としている企業がユーザーの安全な利用を考えて、対策を行うように啓蒙することは非常に良い試みであると言える。 ■知っておきたいこと ■Google
it-life-hack-6906431,it-life-hack,2012-08-31T09:00:00+0900,何だこのおもちゃみたいなの？ Googleロゴが子供のおもちゃみたいになっている理由,550,3.037097072,http://news.livedoor.com/article/detail/6906431/,前回紹介してからおよそ2週間、ロンドンオリンピック期間中はほぼ毎日変化していたGoogleロゴが久々に変化した。今、Googleにアクセスすると、トップページのGoogleロゴが何やら黒板や形合わせ、積み木といった幼児向けの玩具の並びに変わっているのに気づくだろう。 今日、8月31日は独自の幼児教育法を編み出したマリア・モンテッソーリの誕生日に当たるからだ。彼女はイタリア人初の女性医師でもあり、不遇の生活を送っていた医者時代に患者であった幼児たちへを治療していく過程で発見した教育方法（感覚教育法）を、患者ではない一般の子供たちへと広げ大成功。世界中に「モンテッソーリ教育」を普及させることとなった。 ■Google ■Googleの記事をもっと見る ・Googleロゴが往年の料理研究家に！ 本日のGoogleロゴは有名な料理研究家の生誕100周年記念 ・オリンピック最終日ロゴは閉会式！ Googleロゴがスポーツ関連画像に変化第十三弾 ・本日はプレイ不可なロゴ！ Googleロゴがスポーツ関連画像に変化第十二弾 ・プレイ可能なGoogleロゴ第四弾！ Googleロゴがスポーツ関連画像に変化第十一弾 ・プレイ可能なGoogleロゴ第三弾！ Googleロゴがスポーツ関連画像に変化第十弾
topic-news-6260676,topic-news,2012-02-08T10:56:00+0900,「どうぶつ奇想天外!」の千石正一さんが死去,541,3.037661202,http://news.livedoor.com/article/detail/6260676/,2009年に終了したTBSの人気番組「どうぶつ奇想天外!」に“千石先生”の愛称で出演していた千石正一さんが7日、62歳で亡くなったと朝日新聞が報じ、ネット掲示板には悲しみの声が相次いで寄せられている。 千石氏の急な訃報に、ネット掲示板には「ショック」「あの知識の塊のような人が亡くなるなんて」「この人、動物への愛情伝わってきて好きだったなあ」「ガキの頃動物奇想天外よく見てた。ご冥福をお祈り申し上げます」と死を悼むコメントが多数書き込まれた。 同氏が勤めていた財団法人自然環境研究センターの同僚によれば、千石氏の死去は癌であったという。通夜、葬儀は下記により執り行うとのことである。 通夜 2月11日（土）夕方 18時〜 葬儀 告別式 2月12日（日）朝 ９時30分〜 場所 ライフケア メモリイプレイス松戸 〒271-0063 千葉県松戸市北松戸1-9-3 電話 047-361-4444 FAX 047-363-0992 ホームページ http://www.lifeland.co.jp/ 【関連情報】 ・〈速報〉「どうぶつ奇想天外」の千石正一さん死去(朝日新聞) ・千石正一(Wikipedia) ・【訃報】「どうぶつ奇想天外」の千石正一さん死去(livedoor Blog)
sports-watch-4676634,sports-watch,2010-03-24T13:09:00+0900,【Sports Watch】巨人の開幕オーダーは？ 高橋「出れないのであればしょうがない」,562,3.04315015,http://news.livedoor.com/article/detail/4676634/,今月26日には、いよいよセ・リーグが開幕する。 他のチームにはない圧倒的な戦力からチーム内でのレギュラー争いが白熱している巨人は、外野手だけでも、ラミレス、松本哲也、亀井義行といった昨年の固定メンバーに加え、鈴木尚広、谷佳知、ルーキー・長野久義、WBCでも活躍したエドガー・ゴンザレス、さらには、ケガから復帰を果たす高橋由伸に至るまで、何人ものスター選手が少ない枠を争う。 実際、高橋やラミレスには一塁を守るという選択肢もあるが、こちらはこちらで、“アジアの大砲”イ・スンヨプがおり、開幕戦で発表されるスターティングオーダーは今シーズン最初の目玉といっても過言ではない。 そんな開幕を目前に、日本テレビ「NEWS ZERO」（23日放送分）では、キーマンの一人＝高橋に行ったインタビューの模様を放送した。 「（立てた目標は）最低限とはいえないですけどやってこれたので、今のところはよかったかなと思いますね」とケガからの復帰〜オープン戦までを振り返った高橋。だが、厳しいレギュラー争いについては「（外野を）やりたいっていっても、出れないのであればしょうがないし。まずはどうのこうのいってられる立場じゃないし。出れるところがあれば挑戦するだけです（中略）まずは一年間ずっと戦える状態にいるというのが一番ですよね」と語るに留めた。
sports-watch-6758654,sports-watch,2012-07-15T09:30:00+0900,「笑わない女王」女子柔道・中村美里の笑わないワケ,536,3.048689489,http://news.livedoor.com/article/detail/6758654/,"London Olympic Watch 女子柔道ロンドン五輪日本代表・中村美里。北京五輪では銅メダルを獲得するも、その顔に一切の笑顔はなく、それどころか「金メダルを目指していたので悔しい。金メダル以外は同じです」などと、19歳（当時）とは思えない発言をしたことから一躍話題となった。 あれから4年。ロンドン五輪では金メダル獲得に期待が高まる一人となった中村を、TBS「NEWS23X」（13日放送）がフィーチャー。『「笑わない女王」の父との絆』と題し、彼女が""笑わない""理由に迫った。 負けず嫌いの性格について「お父さん譲りだと思います」と話す中村。その根底には、中学2年で全国大会優勝を成し遂げた際、父・一夫さんから「金メダルを目指すなら簡単に笑って喜ぶんじゃない」と言われたことにあるという。 番組のカメラに対し「中学2年で全国大会優勝してるけど、中学生の大会で優勝したくらいで喜んでるなよ」と語る一夫さん。中村も「そういう風に言われてきたので、それが当たり前というか、金メダルを獲るということが目標なので、その目標を達成するまでは、本気で喜べない」と話しつつ、「大人げないお父さん」と少しはにかみ、「金メダル獲って、みんなで喜べたらいいなと思います」と意気込んだ。"
topic-news-5956712,topic-news,2011-10-21T17:44:00+0900,フジ連ドラ　高視聴率もネットでは批判の声も,580,3.048883008,http://news.livedoor.com/article/detail/5956712/,秋の新ドラマが続々と放送される中、フジテレビ系、月・火9時の連続ドラマが好調なスタートを切った。 17日にスタートとした「私が恋愛できない理由」は7〜9月放送「全開ガール」初回の平均視聴率14.6％を上回る17％、そして18日にスタートした「嵐」の櫻井翔、北川景子ダブル主演「謎解きはディナーのあとで」も7〜9月放送の上戸彩主演「絶対零度」初回平均視聴率15.4％を大きく上回り、18.3％ だった。 しかし、このスタートダッシュにもかかわらず、ネット上では、批判の声が多く聞かれた。 「私が恋愛できない理由」では 「ありきたりのパターンが多すぎてつまんなかった」 「ドラマと呼べるような内容じゃない」といった、ドラマの質に対する批判の声が聞かれた。 「謎解きはディナーのあとで」の評判はさらにひどい。全国書店員が売りたい本を投票で選ぶ「本屋大賞」を受賞した人気小説（東川篤哉氏著）のドラマ化ということもあり、櫻井と北川の掛け合いに期待する声が多かったが、 「期待して見たのに非常に面白くなかった」 「あのつまらなさなら、次回からは見ない」 「ミスキャストすぎて辛い」 「数字いじってるとしか思えない」など辛らつな意見が続き、好感触の意見はほとんどなかった。 よほど好感触のドラマでない限り、初回放送以降、視聴率は下がるのが一般的。第2回の視聴率に注目したい。
peachy-4793231,peachy,2010-05-27T14:00:00+0900,石田純一が恋のお悩みをサポート　連載コラム「恋に効く名言」スタート,592,3.049292582,http://news.livedoor.com/article/detail/4793231/,2009年12月に「婚活オブ・ザ・イヤー2009」を受賞し、“最も婚活に成功した”男性石田純一さん。6月の挙式を控え、最近ますますHAPPYオーラに包まれていますよね。そんな、恋愛の達人石田さんによる恋愛コラム、石田純一セレクション「恋に効く名言」が結婚紹介サイト「youbride（ユーブライド）」でスタートしました。 「恋に効く名言」は、婚活中の男女の恋愛の悩みや婚活の悩みに石田純一さんがいままでの経験から独自の視点でアドバイスし、さらにその悩みにあわせて心に響く名言をセレクトするという、婚活をするすべての男女へエールをおくる応援コラム。 記念すべき第一回目は「都合のよい女になっている彼女を自分に振り向かせたい」という男性からのお悩みを紹介。石田さんが「潔さや覚悟をもって」「振り向いてもらいたいときは、明るくすがすがしい“待ち”の姿勢でいること」など、自身の経験をもとに丁寧にアドバイスをしているので、お仕事ガールの皆さんも勇気をもらえること間違い無し。 恋愛の悩みについては婚活中の男女から募集したものからピックアップし、掲載中も恋愛相談を募集。コラムは、2010年5月27日から、2010年10月頃までの全10回を予定しているので、あなたも「恋に効く名言」を読んで、新たな恋の第一歩を踏み出してみませんか？ ・石田純一セレクション〜恋に効く名言〜 - youbride
kaden-channel-6786021,kaden-channel,2012-07-24T13:00:00+0900,効果的な節電のために！　朝日電器が電気の無駄使いをチェックできる「エコキーパー」を新発売【売れ筋チェック】,600,3.050651515,http://news.livedoor.com/article/detail/6786021/,先週、東京電力の家庭向け電気料金の平均引き上げ率を8.47％とすることが決まったというニュースが流れた。東電が申請した10.28％から圧縮したというが、あまり大差ない気もする。値上げ時期は9月1日になる見通しなので猛暑のピークは過ぎていると思われるが、今から何か電気代節約の対策を考えておきたいもの。 朝日電器は、コンセントにつなぐだけで電気の無駄使いがチェックできる簡易型電力量表示器『エコキーパー』シリーズ(EC-03EB、EC-04EB)を2012年7月30日より新発売する。 コンセントに接続するだけで誰でも簡単に電化製品の電気代などを測定可能 本シリーズは、コンセントに接続するだけで電化製品の電気代やCO2排出量などを簡単に測定可能。節電を意識して行動していても、実際の効果がわからなければ意味がない。接続した電気機器の「使用時間」「積算電気料金」「1時間あたりの電気料金」「瞬時電力量」「積算電力量」「CO2排出量」を測定できる本製品は効果的な節電に大いに役立つはず。 チェックしたい項目がひと目でわかる表示画面 表示切替スイッチひとつで表示項目が順番に切り替わる。また、足元のコンセントに接続した場合でも見やすい大きな斜め表示画面を採用。チェックしたい項目がひと目でわかる。入切スイッチで使用時以外は接続機器の電源をOFFにできるエコ仕様だ。 朝日電器 ホームページ （牧田 亜紀子）
kaden-channel-6076334,kaden-channel,2011-11-30T17:00:00+0900,連載●After Effects 天国への階段 第8回【ビデオSALON】,560,3.051147287,http://news.livedoor.com/article/detail/6076334/,カラコレの実践テクニック〜トラッキングの併用 手持ち撮影の動画をカラコレする場合の超絶テクニックを見ることができます。 詳しくはビデオサロン2011年11月号p.132参照 作例/テキスト 中村友彦（株式会社バニラインク） ○第8回 操作手順 ●表示サイズを「1080p」にしてフルスクリーン再生するとメニューの文字も読むことができます。 ■ビデオSALON イベント・製品レポート 最新記事 ・【Special Report】ミドルレンジのビデオ制作者の有志が集まって結成したHD Usersが選んだATEM 1M/E Switcher ・第9回上映 中平悠里 監督作品『猫と少女の物語』 ・連載●After Effects 天国への階段第9回 ・【記事連動】音の編集講座「音量の合わせ方」 ■ビデオSALON11月号 ■関連記事 ・第9回上映 中平悠里 監督作品 『猫と少女の物語』【ビデオSALON】 ・連載●After Effects 天国への階段 第9回【ビデオSALON】 ・忘年会・クリスマスパーティで盛り上がりそう！タカラトミーアーツからうまい棒スライサー発売 ・テストレポート フジフイルムX10【ビデオSALON】 ・ホンダが次世代電動スモールスポーツコンセプトモデル「EV-STER」を披露【話題】
sports-watch-4632686,sports-watch,2010-03-03T09:00:00+0900,【Sports Watch】菊池雄星、定まらない投球フォームに頭抱える,456,3.056028369,http://news.livedoor.com/article/detail/4632686/,埼玉西部ライオンズに入団した菊池雄星が、28日放送のTBS「S1 Jスポ」に出演、野球解説者の槙原寛己氏と対談した。 先月末、“開幕二軍が決定的”という報道もあった注目度ナンバー・ルーキー＝菊池だが、当の本人は“定まらない投球フォーム”に頭を抱えていた。槙原氏との対談でも、「まずフォーム、まずフォームって細かく考えすぎて。キャッチボールでもずれたらダメだって思いますし。几帳面過ぎるって言われるんですけど」と悩める心境を吐露した。 だが、「理想は中間、スリークォーターよりちょっと上くらいの感じですね」と話しながらも、焦りはないようで、「周りからは開幕一軍とか、10勝、新人王とか、たくさん言われていますけど、別にその一年にこだわる必要はなくて、10年、20年やるなかのたった一年」と前を向き、理想の投手には「コンスタントに負けないピッチャーですかね。涌井さんとか、ダルビッシュさんとか、田中さんとかですかね。気迫を出すところは出して、真っ直ぐ一球だけでも球場が雰囲気が変わるような選手が理想です」と明かした。
topic-news-6897310,topic-news,2012-08-28T18:35:00+0900,【韓国ニュース】 敗訴の影響か…サムスン「ギャラクシーS3」の販売価格が4分の1に,582,3.057489676,http://news.livedoor.com/article/detail/6897310/,韓国のニュースサイト「ファイナンシャル・ニュース」は27日、サムスンのスマートフォン「ギャラクシーS3」の販売価格が急落したと報じた。 記事によれば、卸売価格99万4400ウォン（約6万8千円）の「ギャラクシーS3」LTEモデルが、韓国のスマートフォン売買サイト「ポンプ」で加入費（通信事業社はKT）、U-SIM費用を免除したうえで、27万ウォン（1万8千円）で販売しているのだという。 同製品のような、サムスン電子の最新主力機種が、卸売価格より73％も安く販売されているのは前代未聞であることから、「アップルとの裁判で敗訴した影響ではないか」など、様々な憶測が飛んでいると、記事は伝えている。 記事のコメント欄には「iPhone5が出る前に安売りで配っておいて、契約で縛ろうという作戦か」など、ユーザー側からも憶測が乱れ飛ぶ事態へと発展した。 また、アップルとの裁判で敗訴した影響があるかどうかもユーザーの間で議論され、「パクったのは事実だが、あの裁判判決はひどかった」「パクるなら名前からパクれ。ギャラクシーなんてダメだ。パイナップルにしろよ」など、様々な意見が見られた。 【関連記事】 ・サムスンが値切ったアップルへの賠償金明細、判決書で公開 ・サムスン製スマホ、米で販売禁止を…アップル ・アップルがサムスンに勝利 それでもAndroidの優位は揺るがない
sports-watch-6244254,sports-watch,2012-02-02T13:03:00+0900,宇佐美移籍失敗に「2億の価値もないのか」の声,597,3.062302965,http://news.livedoor.com/article/detail/6244254/,バイエルン・ミュンヘン(ドイツ)は1日、G大阪から1年間の期限付きで獲得している日本代表MF宇佐美貴史(19歳)について、完全移籍の買い取りオプションを行使しないことを明らかにした。すでにG大阪に連絡ずみで、宇佐美はレンタル期限の6月以降に新たなチームを探す。宇佐美の完全移籍には2億円の移籍金がかかるが、バイエルンはこの金額に難色を示した形だ。 もっとも、移籍市場における2億円という数字は、相対的にはさして高額ではない。移籍が成立はしなかったが、本田圭佑の移籍金としてCSKAモスクワがラツィオに提示した額は16億円とも言われている。宇佐美は、本田の約8分の1の価格ですら取引されなかったということになる。 この移籍不成立について、ネット上では「2億の価値もないのかよ」「ユニ販売力も含めての評価か」「転売しても2億以上の値はつかないと判断されたのか」「将来性を含めて2億出す価値がないと判断された」と、バイエルンの評価があまりに辛辣なことに驚きの声が挙がっている。 もっとも、宇佐美はまだ19歳の若手に過ぎない。レンタル期限が切れる6月以降、どのようなキャリアを積み上げていくか、これからの活躍が注目される。 ■関連リンク ・バイエルン、宇佐美の完全移籍での獲得に難色「難しい問題」 ・宇佐美嫁の日記が「ラピュタ」すぎると話題に ・まだまだ足りない!日本人選手はもっと本場欧州を目指せ!!
topic-news-6259005,topic-news,2012-02-07T18:50:00+0900,SKE人気メンバー・松井玲奈に「男とホテル」疑惑が浮上,561,3.068738095,http://news.livedoor.com/article/detail/6259005/,人気アイドルグループ『SKE48』のメンバー・松井玲奈が、「Google+」で公開した画像がネット掲示板で物議を醸している。 問題の画像は2月7日の0時18分、「いただきます\(^o^)／ 今からシャケ食べるとか良くないですね笑 よく噛んで食べなきゃ。」という文章とともに掲載されたものだが、画像内の食べ物を持つ手が「男性のものではないか」という疑惑が浮上しているのだ。 ネット掲示板では、「この手は自分撮りと考えるには無理がある」「完全に男の手にしか見えない。しかもかなり親密な様子」「女性の手にしては指が太すぎる」「後ろに映っている照明はあきらかにホテルのもの」「（撮影したのが）マネージャーだとしてもホテル室内で2人きりとか怪しすぎる」など、SKE48のファンから悲鳴に近い書き込みが相次いで寄せられている。 松井といえば昨年の『AKB48 22ndシングル選抜総選挙』で10位にランクインし（SKE48メンバーの中では最上位）、オムニバスドラマ『新あなたの知らない世界』（日本テレビ系）でドラマ初主演を務めるなど、秋元康ファミリーの中でもいま最も勢いのあるメンバーのひとりだけに、騒動はさらに拡大するかもしれない。 【関連情報】 ・松井玲奈(Google+) ・松井玲奈がホテルに男を連れ込んでる件（2ちゃんねる）
sports-watch-5784631,sports-watch,2011-08-15T08:30:00+0900,【Sports Watch】ガチでかわいい東海の爆走娘,409,3.070918033,http://news.livedoor.com/article/detail/5784631/,世界陸上の開幕が8月27日に迫っている。 日本勢の躍進、メダル獲得に期待がかかるが、W杯優勝で一気に注目度が増したなでしこジャパンに負けず劣らず、陸上日本代表女子にも美人アスリートは存在する。 筆頭は4×100メートルリレーに出場する市川華菜（20歳）。各種メディアでも美女スプリンターとして度々紹介され、ネットユーザーの中でもガチでかわいいと評判だ。まさにアイドル並のルックスで、颯爽とトラックをかける様は、甘く爽やかな風がスッと吹き抜けるようである。 愛知県豊田市出身の市川は、中学時代に陸上を始め、高校時代はそれほど目立った成績を残せていたわけではなかったが、中京大進学後にその才能が爆発。2010年には世界ジュニア陸上競技選手権大会の日本代表に選ばれ、女子200mで日本人初となる決勝進出を果たした。 「東海の爆走娘」の異名を取り、能力的にもルックス的にも絶賛成長中のスプリンターが、この夏、日本を熱狂に導く。
topic-news-6332673,topic-news,2012-03-02T20:08:00+0900,ナイナイ矢部浩之の卒業文集がネット上で話題に,477,3.07393765,http://news.livedoor.com/article/detail/6332673/,2月29日、日本テレビの「1番ソングSHOW！」で紹介されたナインティナイン矢部浩之の高校卒業文集がネット掲示板で話題を呼んでいる。 番組内で紹介された矢部の文集は「どうもこんにちは。99(ナインティナイン)です」という一文から始まり、「2丁目劇場をしきって、ダウンタウンの位置をいただきます」「東京に進出して、とんねるずの位置をいただきます」「エレベーター式にたけしの位置をいただくと同時に、欽ちゃんはその時点でおびえています」など、超大物芸人を引き合いに出したビッグマウス発言がズラリ。 これを受け、ネット掲示板では「センスあるな 」「これはすごい予言 」など、矢部を賞賛する声が相次ぐ一方で、「矢部が学生時代のころからお笑い界の上のやつらがあまり変わってない」など、新陳代謝が停滞するお笑い界への指摘の声も見られた。 矢部の卒業文集は「私たち99がお笑い界の帝王となるのです」という一文で締め括られていたが、現実となる日は来るのだろうか? ・1番ソングSHOW - 日本テレビ ・ 【画像あり】矢部浩之の卒業文集クソワロタｗｗｗｗｗｗ - 暇人速報
topic-news-6205752,topic-news,2012-01-19T18:55:00+0900,「橋下市長VS橋下市長大嫌い人間10人」企画に物議,584,3.076693529,http://news.livedoor.com/article/detail/6205752/,"18日、討論番組「朝まで生テレビ」（テレビ朝日）の司会を務める田原総一朗氏が、""橋下市長""をテーマにした回の出演者について自身のツイッターで言及し、その内容がネット掲示板で物議を醸している。 ツイッターによると「次回の朝生は、どんな形というか状況でしはるんですか？『橋下市長1人』対『橋下市長大嫌い人間10人』っていう感じなんですかねぇ」という問いに対して、田原氏は「だいたいそんな感じです。今、交渉中です」と発言したのだ。 橋下氏は、15日放送された「報道ステーション SUNDAY」（テレビ朝日）で、橋下氏に批判的な態度をとる山口二郎教授と直接対決をしたばかりで話題となっていたが、もし「橋下市長1人」対「橋下市長大嫌い人間10人」の企画が実現すれば、これまで以上の注目を集めるだろう。 この発言を取り上げたネット掲示板では「橋下を叩きたい意図が見え見え」「こんなの討論番組っていえるか。公開リンチだ!!」「10人まとめてかかっても橋下にフルボッコにされるだろう」など、様々な反応があったが、「1対1で何も言い返せなかった連中が10人束になるとどうなるのかすごく楽しみ」など、橋下氏が数的不利を跳ね返す姿を期待する声が目立つ。改めて橋本氏の注目度の高さが伺えた。 ■関連記事 ・「橋下市長１人 vs 橋下市長大嫌い人間１０人」で討論か…テレビ朝日「朝まで生テレビ」"
